,Date,Weight (lbs),BMI,Body Fat %,Fat-Free Body Weight (lbs),Subcutaneous Fat &,Visceral Fat,Body Water %,Skeletal Muscle %,Muscle Mass (lbs),Bone Mass (lbs),Protein %,BMR (kcal),Metabolic Age,Muscle %
205,2023-02-06 07:50:33,124.8,23.6,15.0,106.2,13.0,7.0,61.4,55.0,100.8,5.4,19.3,1410.0,18.0,80.8
206,2023-02-09 10:42:26,120.8,22.8,13.8,104.0,12.0,6.0,62.2,55.7,98.8,5.2,19.6,1389.0,18.0,81.8
207,2023-02-11 10:30:58,122.4,23.1,14.3,105.0,12.5,6.0,61.9,55.4,99.6,5.2,19.5,1398.0,18.0,81.4
208,2023-02-13 07:52:33,123.4,23.3,14.5,105.4,12.6,6.0,61.7,55.2,100.0,5.2,19.5,1403.0,18.0,81.0
209,2023-02-15 20:43:55,122.0,23.0,14.1,104.8,12.3,6.0,62.0,55.5,99.4,5.2,19.6,1396.0,18.0,81.5
210,2023-02-19 09:23:45,123.0,23.2,14.5,105.2,12.6,6.0,61.7,55.2,99.8,5.2,19.5,1400.0,18.0,81.1
211,2023-02-21 10:47:55,121.2,22.9,14.0,104.2,12.2,6.0,62.1,55.6,99.0,5.2,19.5,1390.0,18.0,81.7
212,2023-02-25 00:06:43,122.2,23.1,14.3,104.8,12.5,6.0,61.8,55.3,99.4,5.2,19.6,1396.0,18.0,81.3
213,2023-02-28 09:06:23,123.2,23.2,14.5,105.2,12.6,6.0,61.7,55.2,100.0,5.2,19.6,1401.0,18.0,81.2
214,2023-03-02 08:37:26,123.0,23.2,14.4,105.2,12.5,6.0,61.8,55.3,99.8,5.2,19.5,1400.0,18.0,81.1
215,2023-03-05 07:15:14,122.4,23.1,14.3,105.0,12.5,6.0,61.9,55.4,99.6,5.2,19.5,1398.0,18.0,81.4
216,2023-03-07 10:32:27,122.2,23.1,14.2,104.8,12.4,6.0,61.9,55.4,99.6,5.2,19.6,1396.0,18.0,81.5
217,2023-03-08 10:48:58,122.6,23.1,14.3,105.0,12.5,6.0,61.8,55.3,99.8,5.2,19.6,1399.0,18.0,81.4
218,2023-03-09 09:31:45,124.2,23.4,14.8,105.8,12.9,6.0,61.6,55.1,100.6,5.2,19.4,1406.0,18.0,81.0
219,2023-03-12 14:27:56,122.6,23.1,14.4,105.0,12.6,6.0,61.8,55.3,99.6,5.2,19.5,1398.0,18.0,81.2
220,2023-03-14 10:43:13,123.2,23.2,14.5,105.4,12.6,6.0,61.8,55.3,100.0,5.2,19.4,1401.0,18.0,81.2
221,2023-03-20 22:06:26,126.8,23.9,15.5,107.2,13.5,7.0,61.0,54.6,101.8,5.4,19.2,1419.0,18.0,80.3
222,2023-03-22 16:28:07,124.8,23.6,15.0,106.0,13.0,7.0,61.3,54.9,100.8,5.4,19.5,1410.0,18.0,80.8
223,2023-03-24 10:23:32,127.4,24.0,15.7,107.4,13.6,7.0,60.9,54.5,101.8,5.4,19.2,1421.0,18.0,79.9
224,2023-03-28 06:52:46,125.8,23.7,15.3,106.4,13.3,7.0,61.1,54.7,101.2,5.4,19.3,1413.0,18.0,80.4
225,2023-03-31 07:59:02,124.8,23.6,15.0,106.2,13.0,7.0,61.4,55.0,100.8,5.4,19.3,1410.0,18.0,80.8
226,2023-04-01 10:02:25,124.2,23.4,14.8,105.8,12.9,6.0,61.6,55.1,100.6,5.2,19.4,1406.0,18.0,81.0
227,2023-04-02 09:14:24,126.8,24.0,15.6,107.2,13.5,7.0,61.0,54.6,101.6,5.4,19.2,1419.0,18.0,80.1
228,2023-04-03 19:13:48,126.6,23.9,15.5,107.2,13.5,7.0,61.1,54.6,101.6,5.4,19.2,1418.0,18.0,80.3
229,2023-04-06 10:13:22,127.8,24.1,15.8,107.6,13.7,7.0,60.8,54.4,102.2,5.4,19.2,1423.0,18.0,80.0
230,2023-04-07 22:33:41,127.4,24.1,15.7,107.4,13.6,7.0,60.8,54.4,102.0,5.4,19.3,1422.0,18.0,80.1
231,2023-04-11 17:11:37,128.0,24.2,15.9,107.6,13.8,7.0,60.7,54.3,102.2,5.4,19.2,1424.0,18.0,79.8
232,2023-04-14 06:23:05,130.2,24.6,16.5,108.6,14.3,7.0,60.3,53.9,103.2,5.4,19.0,1435.0,18.0,79.3
233,2023-04-17 11:14:42,131.2,24.8,16.8,109.2,14.5,8.0,60.1,53.7,103.6,5.4,19.0,1439.0,18.0,79.0
234,2023-04-19 09:51:32,129.0,24.4,16.2,108.2,14.0,7.0,60.5,54.2,102.8,5.4,19.1,1429.0,18.0,79.7
235,2023-04-21 12:22:24,129.8,24.5,16.4,108.4,14.2,7.0,60.3,54.0,103.2,5.4,19.1,1433.0,18.0,79.5
236,2023-04-24 06:34:16,131.0,24.7,16.7,109.2,14.5,8.0,60.2,53.8,103.6,5.4,19.0,1438.0,18.0,79.1
237,2023-04-27 09:46:16,131.0,24.7,16.8,109.2,14.5,8.0,60.1,53.8,103.6,5.4,18.9,1438.0,18.0,79.1
238,2023-04-28 22:19:04,130.6,24.7,16.7,109.0,14.5,7.0,60.2,53.9,103.4,5.4,18.9,1436.0,18.0,79.2
239,2023-05-02 10:50:46,133.0,25.1,17.3,110.0,15.0,8.0,59.7,53.4,104.4,5.6,18.9,1448.0,19.0,78.5
240,2023-05-05 13:13:38,133.2,25.1,17.4,110.0,15.0,8.0,59.6,53.4,104.4,5.6,18.8,1447.0,19.0,78.4
241,2023-05-06 17:10:24,132.8,25.1,17.3,109.8,15.0,8.0,59.7,53.4,104.2,5.4,18.9,1446.0,19.0,78.5
242,2023-05-09 10:29:56,132.4,25.0,17.2,109.6,14.9,8.0,59.7,53.4,104.2,5.4,19.0,1444.0,19.0,78.7
243,2023-05-12 22:07:48,135.0,25.5,17.9,110.8,15.5,8.0,59.3,53.1,105.4,5.6,18.7,1456.0,19.0,78.1
244,2023-05-17 09:36:12,135.0,25.5,18.0,110.8,15.6,8.0,59.3,53.1,105.2,5.6,18.6,1454.0,19.0,77.9
245,2023-05-19 01:33:56,134.0,25.3,17.6,110.4,15.2,8.0,59.5,53.2,105.0,5.6,18.8,1452.0,19.0,78.4
246,2023-05-22 09:19:56,134.4,25.4,17.8,110.4,15.4,8.0,59.3,53.1,105.0,5.6,18.8,1453.0,19.0,78.1
247,2023-05-24 09:19:45,134.4,25.4,17.8,110.6,15.4,8.0,59.4,53.2,105.0,5.6,18.7,1453.0,19.0,78.1
248,2023-05-26 12:14:58,133.0,25.1,17.4,109.8,15.1,7.0,59.6,53.4,104.2,5.4,18.8,1445.0,20.0,78.3
249,2023-05-27 11:15:37,136.4,25.7,18.4,111.4,15.9,8.0,59.0,52.7,105.6,5.6,18.6,1460.0,21.0,77.4
250,2023-05-27 17:39:19,134.8,25.5,17.9,110.6,15.5,8.0,59.3,53.0,105.2,5.6,18.7,1454.0,19.0,78.0
251,2023-05-30 17:20:38,134.2,25.3,17.7,110.4,15.3,8.0,59.4,53.1,105.0,5.6,18.8,1452.0,19.0,78.2
252,2023-05-31 17:01:41,133.4,25.2,17.4,110.2,15.0,8.0,59.7,53.4,104.8,5.6,18.8,1449.0,19.0,78.6
253,2023-06-06 11:47:15,134.4,25.4,17.7,110.4,15.3,8.0,59.3,53.1,105.2,5.6,18.8,1453.0,19.0,78.3
254,2023-06-07 16:45:41,133.0,25.1,17.3,110.0,15.0,8.0,59.7,53.5,104.4,5.6,18.8,1447.0,19.0,78.5
255,2023-06-12 10:28:14,134.2,25.3,17.7,110.4,15.3,8.0,59.4,53.1,105.0,5.6,18.8,1452.0,19.0,78.2
256,2023-06-16 17:51:24,134.4,25.4,17.7,110.4,15.3,8.0,59.3,53.1,105.2,5.6,18.8,1453.0,19.0,78.3
257,2023-06-19 07:32:42,132.2,25.0,17.1,109.6,14.8,8.0,59.9,53.6,104.0,5.4,18.9,1443.0,18.0,78.7
258,2023-06-21 07:47:34,134.2,25.3,17.7,110.4,15.3,8.0,59.4,53.1,105.0,5.6,18.8,1452.0,19.0,78.2
259,2023-06-25 07:05:22,133.0,25.1,17.3,110.0,15.0,8.0,59.7,53.4,104.4,5.6,18.9,1448.0,19.0,78.5
260,2023-06-27 06:55:22,133.4,25.2,17.4,110.2,15.0,8.0,59.7,53.4,104.8,5.6,18.8,1449.0,19.0,78.6
261,2023-07-03 07:06:06,135.2,25.5,18.0,110.8,15.5,8.0,59.2,53.0,105.4,5.6,18.7,1455.0,19.0,78.0
262,2023-07-04 15:01:54,132.4,25.0,17.2,109.8,14.9,8.0,59.8,53.5,104.2,5.4,18.8,1444.0,19.0,78.7
263,2023-07-06 10:48:06,136.6,25.8,18.4,111.6,15.9,9.0,59.0,52.8,105.8,5.6,18.5,1461.0,20.0,77.5
264,2023-07-08 11:58:00,136.2,25.7,18.3,111.4,15.8,8.0,59.0,52.8,105.8,5.6,18.6,1460.0,20.0,77.7
265,2023-07-10 06:40:59,134.0,25.3,17.6,110.4,15.2,8.0,59.5,53.2,105.0,5.6,18.8,1452.0,19.0,78.4
266,2023-07-10 22:58:33,134.2,25.3,17.7,110.4,15.3,8.0,59.4,53.2,105.0,5.6,18.7,1451.0,19.0,78.2
267,2023-07-12 20:17:02,133.4,25.2,17.5,110.2,15.1,8.0,59.6,53.3,104.8,5.6,18.8,1449.0,19.0,78.6
268,2023-07-14 16:25:01,132.6,25.0,17.3,109.8,15.0,8.0,59.8,53.5,104.2,5.4,18.8,1444.0,19.0,78.6
269,2023-07-16 10:36:19,133.2,25.2,17.5,110.0,15.1,7.0,59.6,53.3,104.4,5.6,18.8,1447.0,20.0,78.4
270,2023-07-17 23:42:16,132.4,25.0,17.3,109.6,15.0,7.0,59.8,53.5,104.0,5.4,18.8,1442.0,20.0,78.5
271,2023-07-23 23:33:00,139.2,26.3,19.2,112.4,16.6,9.0,58.4,52.2,106.8,5.6,18.4,1471.0,21.0,76.7
272,2023-07-25 06:13:18,135.2,25.5,18.1,110.8,15.6,8.0,59.2,53.0,105.2,5.6,18.6,1455.0,21.0,77.8
273,2023-07-26 08:52:29,134.8,25.4,17.9,110.6,15.5,8.0,59.3,53.1,105.2,5.6,18.7,1453.0,20.0,78.0
274,2023-07-29 17:22:13,137.2,25.9,18.7,111.6,16.1,9.0,58.7,52.5,106.0,5.6,18.5,1463.0,21.0,77.3
275,2023-07-31 18:14:18,134.6,25.4,17.9,110.4,15.5,8.0,59.3,53.0,105.0,5.6,18.7,1452.0,20.0,78.0
276,2023-08-03 17:40:32,135.2,25.5,18.1,110.6,15.6,8.0,59.1,52.9,105.2,5.6,18.7,1454.0,21.0,77.8
277,2023-08-06 13:18:14,135.6,25.6,18.2,110.8,15.7,8.0,59.0,52.8,105.4,5.6,18.7,1457.0,21.0,77.7
278,2023-08-08 09:46:50,131.4,24.8,16.9,109.2,14.6,8.0,60.0,53.7,103.8,5.4,19.0,1439.0,19.0,79.0
279,2023-08-26 19:33:46,132.6,25.0,17.3,109.6,15.0,8.0,59.7,53.4,104.2,5.4,18.9,1444.0,20.0,78.6
280,2023-08-29 07:08:21,129.6,24.5,16.5,108.2,14.3,7.0,60.3,53.9,102.8,5.4,19.0,1430.0,19.0,79.3
281,2023-08-30 10:12:36,129.4,24.4,16.4,108.2,14.2,7.0,60.4,54.0,102.8,5.4,19.0,1429.0,18.0,79.4
282,2023-09-02 08:50:45,131.6,24.8,17.0,109.2,14.7,8.0,59.9,53.6,103.6,5.4,18.9,1439.0,19.0,78.7
283,2023-09-03 15:22:39,131.0,24.7,16.8,109.0,14.5,8.0,60.0,53.7,103.6,5.4,19.0,1437.0,19.0,79.1
284,2023-09-05 21:27:09,132.8,25.1,17.4,109.8,15.1,8.0,59.7,53.4,104.2,5.4,18.8,1444.0,20.0,78.5
285,2023-09-07 07:31:28,131.2,24.8,16.9,109.2,14.6,8.0,60.0,53.7,103.6,5.4,18.9,1438.0,19.0,79.0
286,2023-09-07 23:40:09,132.0,24.9,17.2,109.4,14.9,8.0,59.8,53.5,103.8,5.4,18.8,1440.0,19.0,78.6
287,2023-09-10 12:04:57,133.6,25.2,17.6,110.0,15.2,8.0,59.5,53.2,104.4,5.6,18.8,1448.0,20.0,78.1
288,2023-09-12 15:58:54,131.8,24.9,17.1,109.4,14.8,8.0,59.9,53.6,103.8,5.4,18.9,1440.0,19.0,78.8
289,2023-09-14 08:21:32,130.2,24.6,16.7,108.6,14.5,7.0,60.2,53.9,103.2,5.4,18.9,1433.0,19.0,79.3
290,2023-09-17 10:53:41,131.2,24.8,17.0,109.0,14.7,8.0,59.9,53.6,103.6,5.4,19.0,1437.0,19.0,79.0
291,2023-09-18 23:57:02,130.0,24.5,16.6,108.4,14.4,7.0,60.3,53.9,103.0,5.4,19.0,1431.0,19.0,79.2
292,2023-10-22 11:07:25,135.6,25.6,18.2,110.8,15.7,8.0,59.0,52.8,105.4,5.6,18.7,1457.0,21.0,77.7
293,2023-10-23 10:07:56,133.8,25.3,17.6,110.2,15.2,8.0,59.5,53.2,104.8,5.6,18.8,1450.0,20.0,78.3
294,2023-10-24 17:53:01,133.4,25.2,17.6,110.0,15.2,7.0,59.5,53.2,104.4,5.6,18.8,1447.0,20.0,78.3
295,2023-10-26 10:29:37,133.4,25.2,17.6,110.0,15.2,7.0,59.6,53.3,104.4,5.6,18.7,1446.0,20.0,78.3
296,2023-10-28 15:03:21,136.2,25.7,18.4,111.4,15.9,8.0,59.0,52.8,105.6,5.6,18.5,1459.0,21.0,77.5
297,2023-10-31 12:08:12,138.0,26.1,18.9,112.0,16.3,8.0,58.6,52.4,106.2,5.6,18.5,1466.0,21.0,77.0
298,2023-10-31 18:27:08,137.4,26.0,18.7,111.8,16.1,9.0,58.7,52.5,106.2,5.6,18.5,1464.0,21.0,77.3
299,2023-11-01 20:19:25,135.0,25.5,18.0,110.6,15.6,8.0,59.2,52.9,105.2,5.6,18.7,1454.0,20.0,77.9
300,2023-11-08 22:30:56,139.8,26.4,19.4,112.6,16.7,9.0,58.2,52.1,107.0,5.6,18.4,1473.0,21.0,76.5
301,2023-11-13 19:11:02,137.8,26.0,18.8,111.8,16.2,9.0,58.6,52.4,106.2,5.6,18.6,1466.0,21.0,77.1
302,2023-11-26 15:55:32,138.6,26.2,19.1,112.0,16.5,9.0,58.4,52.2,106.4,5.6,18.5,1468.0,21.0,76.8
303,2023-11-27 09:48:57,137.2,25.9,18.7,111.6,16.1,9.0,58.7,52.6,105.8,5.6,18.5,1462.0,21.0,77.1
304,2023-11-28 23:19:13,137.4,25.9,18.7,111.8,16.1,9.0,58.8,52.6,106.0,5.6,18.5,1464.0,21.0,77.1
305,2023-12-01 15:09:24,138.6,26.2,19.1,112.0,16.5,9.0,58.4,52.2,106.4,5.6,18.5,1468.0,21.0,76.8
306,2023-12-03 13:40:58,135.8,25.6,18.2,111.2,15.7,8.0,59.1,52.9,105.6,5.6,18.6,1458.0,21.0,77.8
307,2023-12-05 10:37:55,135.6,25.6,18.2,110.8,15.7,8.0,59.0,52.8,105.4,5.6,18.7,1457.0,21.0,77.7
308,2023-12-07 11:54:50,136.4,25.8,18.5,111.4,16.0,9.0,58.9,52.7,105.6,5.6,18.5,1459.0,21.0,77.4
309,2023-12-08 13:02:15,136.0,25.7,18.3,110.8,15.8,8.0,58.9,52.7,105.6,5.6,18.7,1457.0,21.0,77.6
310,2023-12-10 19:30:24,138.4,26.1,18.9,112.2,16.3,9.0,58.5,52.4,106.8,5.6,18.5,1470.0,21.0,77.2
311,2023-12-12 17:46:15,136.2,25.7,18.4,111.2,15.9,8.0,58.9,52.7,105.6,5.6,18.6,1458.0,21.0,77.5
312,2023-12-17 11:23:55,133.4,25.2,17.6,110.0,15.2,8.0,59.6,53.3,104.4,5.6,18.7,1446.0,20.0,78.3
313,2023-12-21 09:16:23,139.0,26.2,19.1,112.4,16.5,9.0,58.4,52.3,107.0,5.6,18.5,1471.0,21.0,77.0
